tweetid,text,manual_class
366573755427865000,@foundationnews SUPPORT: #realchiyouth tackling #juvenilejustice issues in Cook County. Read more in @HuffingtonPost http://t.co/qGsJaqDFQG,
366573755427865000,@foundationnews SUPPORT: #realchiyouth tackling #juvenilejustice issues in Cook County. Read more in @HuffingtonPost http://t.co/qGsJaqDFQG,
366580322483180000,RT @allshiny: Cook County ASA Quits: 'I couldn't work for an office that no longer encouraged me to do the right thing' http://t.co/okyQSIZ&,
366580322483180000,RT @allshiny: Cook County ASA Quits: 'I couldn't work for an office that no longer encouraged me to do the right thing' http://t.co/okyQSIZ,
366581993112211000,"If you live int he South Suburbs of Cook County, please visit and ask how you can help. This is a great... http://t.co/uEkj7aRwIG",
366582635520213000,The Forest Preserves of Cook County want your input. Contribute your Big (or small!) Idea here: http://t.co/OPYag2sMpM,
366583645705740000,RT @allshiny: Cook County ASA Quits: 'I couldn't work for an office that no longer encouraged me to do the right thing' http://t.co/okyQSIZ&,
366583645705740000,RT @allshiny: Cook County ASA Quits: 'I couldn't work for an office that no longer encouraged me to do the right thing' http://t.co/okyQSIZ,
366585014609134000,Former Cook County ASA: 'I couldn't work for an office that no longer encouraged me to do the right thing' http://t.co/yKb0doODQe,
366585014609134000,Former Cook County ASA: 'I couldn't work for an office that no longer encouraged me to do the right thing' http://t.co/yKb0doODQe,
366597337818218000,"RT @iamaar0nbennett: And now, the six merry murderesses of the Cook County Jail, in their rendition of, The Cell Block Tango ",
366598995889500000,I Remember When Kato Got His Papers Transferred To Cook County. That Nigga Thought He Was Off Probation. Try Again.,
366606750520054000,Bt Im up on da east side of jasper county wondering who gone cook a good ole country Sunday dinner???,
366607205702697000,RT @8NEWS: PLEASE RT to help find missing 17-year-old Alexis Tiara Murphy of Nelson Co. http://t.co/xKTucbabxk  #8News #rva http://t.co/MJL&,
366608707682959000,#Cook county #ILLINOIS #violent #Police use excessive force and #kill 95-year-old man with #bean-bag rounds  RT USA: http://t.co/TQDJjSWGoY,
366609493573902000,RT @chiwilderness: The Forest Preserves of Cook County want your input. Contribute your Big (or small!) Idea here: http://t.co/OPYag2sMpM,
366618334281736000,"RT @DCoulterTriton: Viceroy. Crabtree FP, Cook  County IL http://t.co/atYG924meu",
366618334281736000,"RT @DCoulterTriton: Viceroy. Crabtree FP, Cook  County IL http://t.co/atYG924meu",
366619221217653000,@KevinHart4real @whitesox I moved to Las Vegas from Chicago but will always be a south sider.  Cook County is one of a kind.  Go Sox!,
366619221217653000,@KevinHart4real @whitesox I moved to Las Vegas from Chicago but will always be a south sider.  Cook County is one of a kind.  Go Sox!,
366624994379305000,http://t.co/0rTaZiGJe9 Chicago captured the commerce of the region through a spiders web of rails that spread out from Cook County ...,
366627530024821000,My answer on @Avvo to: Can you be on cook county house  arrest and not be in the cook county system? #arrest http://t.co/pXEIcKYZbS,
366632863766028000,"RT @TomDart: ""Kadner: Cook County Sheriff Tom Dart launches help line for mentally ill"" http://t.co/9KuJs22Hcc @SouthtownStar",
366636260338581000,.@HOODREPORT you served a 3 year sentence for burglary &amp; 4 yrs for armed robbery in Cook County? @Twitturriffic @rzimmermanjr @TwitchyTeam,
366636260338581000,.@HOODREPORT you served a 3 year sentence for burglary &amp; 4 yrs for armed robbery in Cook County? @Twitturriffic @rzimmermanjr @TwitchyTeam,
366638271977095000,"My cousin got released from cook county jail today, he did 8years. I cant wait to see him.",
366638271977095000,"My cousin got released from cook county jail today, he did 8years. I cant wait to see him.",
366651941750702000,A Cook County sheriff's deputy is charged with murder after an alleged Indiana road-rage incident. http://t.co/6veAViI5Ka,
366652747543626000,Sheriff: Correctional officer accused of murder: A Cook County Jail correctional officer is being fired after... http://t.co/AYbF1hEY3m,
366652747543626000,Sheriff: Correctional officer accused of murder: A Cook County Jail correctional officer is being fired after... http://t.co/AYbF1hEY3m,
366656278694609000,Sheriff: Correctional officer accused of murder: A Cook County Jail correctional officer is being... http://t.co/VBWaVvjxj7 #Chicago #News,
366656791074976000,Sheriff: Correctional officer accused of murder: A Cook County Jail correctional officer is being fired after... http://t.co/uB9cpl50Ho,
366657720507576000,Cook County Jail guard charged in fatal road rage shooting in Hammond. http://t.co/2QhZ1Gjfg0,
366657788157510000,Cook County Jail guard charged in fatal road rage shooting in Hammond. http://t.co/R8xC1DGrbO,
366657788157510000,Cook County Jail guard charged in fatal road rage shooting in Hammond. http://t.co/R8xC1DGrbO,
366657807736513000,"Anybody in the PG County, MD area having a #BreakingBad party? Im a helluva cook! #theysay",
366657807736513000,"Anybody in the PG County, MD area having a #BreakingBad party? Im a helluva cook! #theysay",
366658018710000000,RT @cbschicago: Cook County Jail guard charged in fatal road rage shooting in Hammond. http://t.co/2QhZ1Gjfg0,
366658126054818000,RT @cbschicago: Cook County Jail guard charged in fatal road rage shooting in Hammond. http://t.co/2QhZ1Gjfg0,
366659233380446000,RT @WBBMNewsradio: Cook County Jail guard charged in fatal road rage shooting in Hammond. http://t.co/R8xC1DGrbO,
366659233380446000,RT @WBBMNewsradio: Cook County Jail guard charged in fatal road rage shooting in Hammond. http://t.co/R8xC1DGrbO,
366660494188216000,Jail Guard Charged In Fatal Road Rage Shooting In Hammond: CHICAGO (CBS)  A Cook County jail guard has been... http://t.co/sGj1i1Tp3E,
366660494188216000,Jail Guard Charged In Fatal Road Rage Shooting In Hammond: CHICAGO (CBS)  A Cook County jail guard has been... http://t.co/sGj1i1Tp3E,
366660845972885000,Cook County Jail guard charged in fatal road rage shooting in Hammond. http://t.co/ydkKIiG15X,
366662370115850000,RT @cbschicago: Cook County Jail guard charged in fatal road rage shooting in Hammond. http://t.co/2QhZ1Gjfg0,
366662370115850000,RT @cbschicago: Cook County Jail guard charged in fatal road rage shooting in Hammond. http://t.co/2QhZ1Gjfg0,
366662663784243000,Sheriff: Correctional officer accused of murder: A Cook County Jail correctional officer is being fired after ... http://t.co/dSruHXMoh0,
366662663784243000,Sheriff: Correctional officer accused of murder: A Cook County Jail correctional officer is being fired after ... http://t.co/dSruHXMoh0,
366663090214945000,RT @cbschicago: Cook County Jail guard charged in fatal road rage shooting in Hammond. http://t.co/2QhZ1Gjfg0,
366667107867435000,Have a Gardening Question? Ask a Cook County Extension Master Gardener http://t.co/DFpm2TesS4,
366667107867435000,Have a Gardening Question? Ask a Cook County Extension Master Gardener http://t.co/DFpm2TesS4,
366667221889589000,Cook County Jail officer charged in shooting death of motorist http://t.co/AFCSL8Wm7N #chicago,
366668167524790000,Cook County Sheriffs Deputy Charged in Indiana Road-RageKilling http://t.co/b3zU89GnQb,
366668288278790000,"Zorn: Cook County prosecutor alleges her supervisors not interested in justice: By now, the Cook County state's... http://t.co/3GY2cpGjax",
366668288794694000,"Zorn: Cook County prosecutor alleges her supervisors not interested in justice: By now, the Cook County state's... http://t.co/RzHABhvOd2",
366668288794694000,"Zorn: Cook County prosecutor alleges her supervisors not interested in justice: By now, the Cook County state's... http://t.co/RzHABhvOd2",
366668351302410000,Sheriff: Cook County Jail Officer Accused of Murder: A Cook County Jail correctional officer is being fired after... http://t.co/QGJaEJr36G,
366668436052509000,RT @chicagonewsnow: Cook County Jail officer charged in shooting death of motorist http://t.co/AFCSL8Wm7N #chicago,
366668436052509000,RT @chicagonewsnow: Cook County Jail officer charged in shooting death of motorist http://t.co/AFCSL8Wm7N #chicago,
366669528609989000,Cook County correctional officer charged with murder after man killed during road rage incident - http://t.co/NL1QVPGofZ,
366670319655719000,RT @WGNNews: Cook County correctional officer charged with murder after man killed during road rage incident - http://t.co/NL1QVPGofZ,
366670319655719000,RT @WGNNews: Cook County correctional officer charged with murder after man killed during road rage incident - http://t.co/NL1QVPGofZ,
366670792475410000,Jackson Cafeteria Cook Wins Morrison Award - Jackson County Times http://t.co/JWA0REPyqE,
366670792475410000,Jackson Cafeteria Cook Wins Morrison Award - Jackson County Times http://t.co/JWA0REPyqE,
366672258321752000,Correctional officer charged in fatal road rage incident: A correctional officer at a Cook County jail has been... http://t.co/CTlCgJ6RbK,
366672258321752000,Correctional officer charged in fatal road rage incident: A correctional officer at a Cook County jail has been... http://t.co/CTlCgJ6RbK,
366673773425992000,Cook County Jail officer charged in shooting death of motorist: A Cook County Jail correctional... http://t.co/BFk5D5swAC #Chicago #News,
366673773425992000,Cook County Jail officer charged in shooting death of motorist: A Cook County Jail correctional... http://t.co/BFk5D5swAC #Chicago #News,
366673989768188000,RT @WGNNews: Cook County correctional officer charged with murder after man killed during road rage incident - http://t.co/NL1QVPGofZ,
366673989768188000,RT @WGNNews: Cook County correctional officer charged with murder after man killed during road rage incident - http://t.co/NL1QVPGofZ,
366674257675170000,Sheriff: Cook County Jail Officer Accused of Murder in Suspected Road Rage Incident http://t.co/GKlQzPXsv6,
366674840670847000,RT @nbcchicago: Sheriff: Cook County Jail Officer Accused of Murder in Suspected Road Rage Incident http://t.co/GKlQzPXsv6,
366675259610501000,Scary. Road rage &amp; guns =trouble Cook County Sheriff's Deputy Charged in Indiana Road-Rage Killing via @DNAinfoCHI http://t.co/L4wtHqdrCm,
366676056830251000,RT @nbcchicago: Sheriff: Cook County Jail Officer Accused of Murder in Suspected Road Rage Incident http://t.co/GKlQzPXsv6,
366677301548696000,Sun-Times: Cook County Jail officer charged in shooting death of motorist http://t.co/H2SAB88Dtc,
366677301548696000,Sun-Times: Cook County Jail officer charged in shooting death of motorist http://t.co/H2SAB88Dtc,
366685469183984000,Chicago (IL) Sun-Times: Cook County Jail officer charged in shooting death of motorist. More #Chicago #news - http://t.co/5ouDqswino,
366685469183984000,Chicago (IL) Sun-Times: Cook County Jail officer charged in shooting death of motorist. More #Chicago #news - http://t.co/5ouDqswino,
366687808712229000,#Cook County #Jail officer charged in #shooting #death of motorist - Aug 11 @ 6:29 PM ET http://t.co/tCoBUjHAdK,
366687808712229000,#Cook County #Jail officer charged in #shooting #death of motorist - Aug 11 @ 6:29 PM ET http://t.co/tCoBUjHAdK,
366688044172054000,Cook County Jail officer charged in shooting death of motorist http://t.co/gUDsf1rgSc,
366688044172054000,Cook County Jail officer charged in shooting death of motorist http://t.co/gUDsf1rgSc,
366688045837197000,Cook County Jail officer charged in shooting death of motorist http://t.co/qvvu0Tzc0B #chicago,
366688045837197000,Cook County Jail officer charged in shooting death of motorist http://t.co/qvvu0Tzc0B #chicago,
366690253186142000,Cook County Jail officer charged in shooting death of motorist http://t.co/W3A3Qwr7y9 #chicago,
366690890556780000,RT @chicagonewsnow: Cook County Jail officer charged in shooting death of motorist http://t.co/W3A3Qwr7y9 #chicago,
366691762183471000,Cook County Jail officer charged in shooting death of motorist: A Cook County Jail correctional officer was... http://t.co/bTWhktnmlB,
366692960588403000,Cook County Jail officer charged in shooting death of motorist,
366693001558372000,RT @chicagonewsnow: Cook County Jail officer charged in shooting death of motorist http://t.co/W3A3Qwr7y9 #chicago,
366693153320862000,@chicagonewsnow: Cook County Jail officer charged in shooting death of motorist http://t.co/lnqnOv6P89 #chicago,
366693153320862000,@chicagonewsnow: Cook County Jail officer charged in shooting death of motorist http://t.co/lnqnOv6P89 #chicago,
366694297740906000,Cook County Jail officer charged in shooting death of motorist: A Cook County Jail correctional... http://t.co/ki3RrF2AvE #Chicago #News,
366694297740906000,Cook County Jail officer charged in shooting death of motorist: A Cook County Jail correctional... http://t.co/ki3RrF2AvE #Chicago #News,
366694319542899000,Sun-Times: Cook County Jail officer charged in shooting death of motorist http://t.co/CZHu67cFhJ,
366695307511214000,Sun-Times: Cook County Jail officer charged in shooting death of motorist http://t.co/N6TQvdQg8P,
366695406547120000,$50K bail for corrections officer accused of sexual abuse: A Cook County corrections officer was ordered held in... http://t.co/Zfl5Fk1BzG,
366695406547120000,$50K bail for corrections officer accused of sexual abuse: A Cook County corrections officer was ordered held in... http://t.co/Zfl5Fk1BzG,
366695459902857000,RT @MCJJustice: @McCormickCivics thanks for the fb. We are #realchiyouth trying to change the #juvenilejustice system in Cook County #actio&,
366695459902857000,RT @MCJJustice: @McCormickCivics thanks for the fb. We are #realchiyouth trying to change the #juvenilejustice system in Cook County #actio,
366697545180778000,$50K bail for corrections officer accused of sexual abuse: A Cook County corrections officer was ordered held in... http://t.co/VywfnspXR1,
366697545180778000,$50K bail for corrections officer accused of sexual abuse: A Cook County corrections officer was ordered held in... http://t.co/VywfnspXR1,
366698858459316000,RT @MCJJustice: @McCormickCivics thanks for the fb. We are #realchiyouth trying to change the #juvenilejustice system in Cook County #actio&,
366698858459316000,RT @MCJJustice: @McCormickCivics thanks for the fb. We are #realchiyouth trying to change the #juvenilejustice system in Cook County #actio,
366699495972545000,$50K bail for corrections officer accused of sexual abuse: A Cook County corrections officer was ordered held in... http://t.co/85OISiOR6z,
366699495972545000,$50K bail for corrections officer accused of sexual abuse: A Cook County corrections officer was ordered held in... http://t.co/85OISiOR6z,
366699498413638000,Jail officer accused of killing driver near casino: A Cook County Jail correctional officer was charged with... http://t.co/CxGzDc2EJw,
366701053728661000,8700 s houston 2 people shot transported to cook county red. Nfi,
366701512530997000,Cook County property tax appeal workshops coming http://t.co/wPWghZJZ5E,
366703065128108000,CHICAGO VIOLENCE: 8700 S. Houston: 2 people shot. CFD EMS transported two people critical condition to Cook County. #chicagoscanner,
366703251359412000,A candidate running for Cook County sheriff says millions are wasted in taxpayer money each year. http://t.co/CmYYOUBSBF,
366703333194474000,DH: Cook County property tax appeal workshops coming http://t.co/dcmyTdWTvg,
366703333194474000,DH: Cook County property tax appeal workshops coming http://t.co/dcmyTdWTvg,
366703402786361000,Jail officer accused of killing driver near casino: A Cook County Jail correctional officer was... http://t.co/VtvwUPk4dV #Chicago #News,
366703402786361000,Jail officer accused of killing driver near casino: A Cook County Jail correctional officer was... http://t.co/VtvwUPk4dV #Chicago #News,
366703970888073000,Unfazed. @ Miami Woods Cook County Forest Preserve http://t.co/KrGidZMOyU,
366703970888073000,Unfazed. @ Miami Woods Cook County Forest Preserve http://t.co/KrGidZMOyU,
366705072081605000,#realchiyouth tackling #juvenilejustice issues in Cook County http://t.co/qGsJaqDFQG @CSOL2013   They are part of the chi summer of learning,
366706138378539000,"Growing ""rumor"" CPD to merge with Cook County Sheriffs.  I know some Cities have done this, here though? Politics. It'd never happen",
366706138378539000,"Growing ""rumor"" CPD to merge with Cook County Sheriffs.  I know some Cities have done this, here though? Politics. It'd never happen",
366706349322670000,"Compared to cook county tho,Dupage is a fuckin country club",
366706772808958000,RT @plewbel: CHICAGO VIOLENCE: 8700 S. Houston: 2 people shot. CFD EMS transported two people critical condition to Cook County. #chicagosc,
366706796376760000,$50K bail for corrections officer accused of sexual abuse: A Cook County corrections officer was ordered held ... http://t.co/3gaoz9a6vE,
366706796376760000,$50K bail for corrections officer accused of sexual abuse: A Cook County corrections officer was ordered held ... http://t.co/3gaoz9a6vE,
366707464642630000,"WLS: Cook County Jail correctional officer Edgar Singleton, Jr. charged with murder http://t.co/1NKCPKz0Bp",
366707613259399000,RT @denisecorkery: Cook County forest preserves overrun by plant invaders http://t.co/tVTjVAIerU,
366707613259399000,RT @denisecorkery: Cook County forest preserves overrun by plant invaders http://t.co/tVTjVAIerU,
366709701318152000,Cook County Jail officer charged in shooting death of motorist #Chicago http://t.co/5sRGMKJNqm,
366710863496876000,Jail officer accused of killing driver near casino - Chicago Sun-Times http://t.co/YjNp5G8nGy #paperli,
366715439662899000,NBC Chicago: A Cook County Jail correctional officer is being fired after he was allegedly in... http://t.co/Z88kV6b1Wn,
366715439662899000,NBC Chicago: A Cook County Jail correctional officer is being fired after he was allegedly in... http://t.co/Z88kV6b1Wn,
366716485114147000,Cook County Jail officer charged in shooting death of motorist: A Cook County Jail correctional... http://t.co/cAchlxSVjF #Chicago #News,
366716485114147000,Cook County Jail officer charged in shooting death of motorist: A Cook County Jail correctional... http://t.co/cAchlxSVjF #Chicago #News,
366718420894499000,Remains found in Benton County are believed to be those of 72 y/o Hellen Cook who had been missing for nearly a month http://t.co/lUk2KCnCdW,
366718470676681000,"A very sad end to a near month long search for Hellen Cook!
According to the Benton County sheriff, her body was... http://t.co/OIHcpmrAVH",
366718470676681000,"A very sad end to a near month long search for Hellen Cook!
According to the Benton County sheriff, her body was... http://t.co/OIHcpmrAVH",
366718948311433000,Sad update:  Benton county officials confirm they've found the body of missing woman Helen Cook,
366719002640265000,Cook County Jail officer charged in shooting death of motorist: A Cook County Jail correctional officer has been... http://t.co/q7umUF9kre,
366719043379532000,RT @KRCG13: Remains found in Benton County are believed to be those of 72 y/o Hellen Cook who had been missing for nearly a month http://t.,
366719064426553000,Prayers to the family RT @AmyKCTV5: Sad update:  Benton county officials confirm they've found the body of missing woman Helen Cook,
366719189819470000,Benton County Sheriff confirms that the body of 72-year-old Hellen Cook has been found.,
366719189819470000,Benton County Sheriff confirms that the body of 72-year-old Hellen Cook has been found.,
366719555868950000,RT @AmyKCTV5: Sad update:  Benton county officials confirm they've found the body of missing woman Helen Cook,
366719555868950000,RT @AmyKCTV5: Sad update:  Benton county officials confirm they've found the body of missing woman Helen Cook,
366719836618895000,@AmyKCTV5: Sad update:  Benton county officials confirm they've found the body of missing woman Helen Cook damn #SadTweet,
366719836618895000,@AmyKCTV5: Sad update:  Benton county officials confirm they've found the body of missing woman Helen Cook damn #SadTweet,
366721029139202000,Cook county so packed they just freed my nigga He on house arrest doe,
366721271574172000,"Pool, cook out &amp; county fair. now wrapping it up with a little Walking Dead marathon. Perfect Sunday",
366722784560296000,"""Cry me a goldfish"" Cook County was somethin' mr @ansonmount",
366722797541663000,@Breanna_Mariee3 I saw them at the Galveston county cook off . I love them,
366722924759106000,"Thank you. RT @bananerjo: ""Cry me a goldfish"" Cook County was somethin' mr @ansonmount",
366723775913394000,Government Inability Helps The Second Amendment In Cook County Illinois http://t.co/0EZ23wWKgD,
366723835443159000,RT @AmyKCTV5: Sad update:  Benton county officials confirm they've found the body of missing woman Helen Cook,
366723837599031000,RT @AmyKCTV5: Sad update:  Benton county officials confirm they've found the body of missing woman Helen Cook,
366724917573599000,Fox Chicago: Cook County Jail officer charged in shooting death of motorist http://t.co/71vgM2wBVt,
366724926339678000,WFLD: Cook County Jail officer charged in shooting death of motorist http://t.co/ZWrIh8rxeX,
366726455033475000,Sad deal RT @AmyKCTV5: Sad update:  Benton county officials confirm they've found the body of missing woman Helen Cook,
366727091741393000,RT @AmyKCTV5: Sad update:  Benton county officials confirm they've found the body of missing woman Helen Cook,
366730945165926000,@SoGaFootball coffee high vs cook county,
366731026015334000,RT @88Dreamchaser: @SoGaFootball coffee high vs cook county,
366735012655141000,Please see my answer on @Avvo to: How soon are Cook County Chancery and IL Northern District Bk ... #lispendens http://t.co/VUzXob0T29,
366736542397510000,@pelliott7190 -2A v. 6A- bring it on- #gohornets  @SoGaFootball coffee high vs cook county,
366738250854969000,Jail officer accused of killing driver near casino - Chicago Sun-Times http://t.co/KFEHjKhZPQ via @suntimes,
366738651176108000,Bates County Live: Hellen Cooks body believed to have been recovered... http://t.co/rxR0uA45hX,
366739287682728000,@ForeverSHINee8 but my daddy was born in Cook county or something like that in Chicago,
366740882944307000,@CelesteMiller92 Try here for Cook County birth certificates:  http://t.co/3Ih1g9bNXv  #acomchat,
366743497123967000,@CelesteMiller92 Use this file #6001042 and call Cook County (number on that website) tomorrow to see if someone there can help. #acomchat,
366743759934857000,RT @WGNNews: Cook County correctional officer charged with murder after man killed during road rage incident - http://t.co/NL1QVPGofZ,
366744542835253000,"Tell me I can't throw down, I'm to county not to able to cook. #lobstertail #shrimp #catfish http://t.co/ls6X17nUKN",
366746773512913000,"COOK COUNTY SHERIFF'S POLICE COLD CASE UNIT
Gary, Elizabeth and Earl (Sr.) Teets 
1/11/79 
Hanover Township IL... http://t.co/E0JstPfUa3",
366746860322423000,RT @AmyKCTV5: Sad update:  Benton county officials confirm they've found the body of missing woman Helen Cook,
366756680274428000,But atleast I live in Cook County. Even though that's nothing to brag about.,
366758687760597000,Cook County Jail officer charged in shooting death ofmotorist http://t.co/qRcS8VhUOx,
366759566114959000,@colbiespann its got to be better than Cook County.,
366760399766430000,@lisvanha done in hight school i go to  Southwest Cook County Cooperative for Special Education,
366760683599176000,"@colbiespann heyyy, that's cook county for ya to haha. Shits retarded here.",
366760868106600000,This Thursday 8/15 we have @heyGregHess on a special bonus show. We'll talk Cook County Social Club and shooting a pilot for @ComedyCentral.,
366761040505082000,@alexagasmm haven't finished it yet but i THINK you'll like it too http://t.co/1gd1eyRoUO,
366765393483792000,"After reading the paper tonight about county fair judging and the BBQ cook-off, I feel the need to announce that... http://t.co/11EYVsT91W",
366768055063286000,@IlOutdoorGuy cook county,
366768540574958000,@DantheMan4484 actually she is the best cook in Kane County idk what you're talking about,
366769428274225000,RT @WGNNews: Cook County correctional officer charged with murder after man killed during road rage incident - http://t.co/NL1QVPGofZ,
366769700660711000,@MoreOsMoreHoes Gotchu erm on deck 3.5g's of finest erm in cook county bruh.,
366778014127759000,"Cook County corrections worker charged with sexually assaulting teen: Daniel Robinson, 39, of Cary, has been... http://t.co/AFb29XYZJX",
366780255844835000,Just got interviewed by two cook county sheriffs ,
366780363781050000,RT @ragauskis23: Just got interviewed by two cook county sheriffs ,
366781357680116000,Cook County Jail officer charged with shooting driver after dispute: A Cook County Jail correctional officer was... http://t.co/mvMKxwfhpD,
366781823382069000,Cook County is corrupt af. Lol,
366781949555122000,Cook County corrections worker charged with sexually assaulting teen http://t.co/FF2iZUAhoc,
366781955867546000,Cook County Jail officer charged with shooting driver after dispute http://t.co/4tKQxIhAoX #chicago,
366781956601545000,Cook County corrections worker charged with sexually assaulting teen http://t.co/TDVHSoC4PK #chicago,
366782214983258000,Cook County Jail officer charged with shooting driver after dispute http://t.co/0Aeb6INqCN http://t.co/M19wyANJdj,
366782215620788000,Cook County corrections worker charged with sexually assaulting teen http://t.co/gKTQ4AS4pz http://t.co/M19wyANJdj,
366783691411825000,#Cook County corrections worker charged with sexually #assaulting #teen - Aug 12 @ 12:50 AM ET http://t.co/Pjh3DJeAr2,
366783970521788000,Sun-Times: Cook County Jail officer charged with shooting driver after dispute http://t.co/IRXFiJlzm1,
366783971209646000,Sun-Times: Cook County corrections worker charged with sexually assaulting teen http://t.co/2nCaAGCXJm,
366783975479452000,Sun-Times: Cook County Jail officer charged with shooting driver after dispute http://t.co/QPRAZHmmv4,
366783976158921000,Sun-Times: Cook County corrections worker charged with sexually assaulting teen http://t.co/e3PFvByOkv,
366787763292471000,"I met Walter White in County Jail in ""97"",he gave me the formula to make $$..Ain't nothing new to me, I know how to cook CRACK Also...",
366789089342661000,"Cook County corrections worker charged with sexually assaulting teen: Daniel Robinson, 39, of Cary, has been... http://t.co/R5wMbNPzAE",
366789217482838000,Cook County corrections worker charged with sexually assaultingteen http://t.co/7sI0wL76Pp,
366795037247422000,Jail officer accused of killing driver near casino: A Cook County Jail correctional officer was charged with f... http://t.co/m1DDO8pFcM,
366796001178157000,"""And now, the six married murderesses of the Cook County Jail, in there rendition of the Cell Block Tango."" ",
366802206671909000,@MacNicol1957 Cook County Dems and The Outfit. Power and money,
366802266398802000,I want me a white county girl who Gnna cook for me love me not argue with me and hold things down,
366821358623146000,Chicago (IL) Sun-Times: Cook County corrections worker charged with sexually assaulting teen,
366828171640848000,Has anyones parents given away custody of them and sent them away to rehab? http://t.co/1gd1eyRoUO fuck all that heres a movie about it,
366832440930599000,Cook County Jail officer charged with shooting driver after dispute: A Cook County Jail correctional officer was... http://t.co/qvj1FcvSGz,
366842279987651000,"Hellen Cooks body believed to have been recovered -  BENTON COUNTY, Mo.  The Benton County Sheriffs Office... http://t.co/tQ8dmGUCyo",
366843297907483000,@ImGuWap hell yea dat shit crazy dey mugshots on cook county to,
366843698752930000,Cook County Jail officer charged with shooting driver after dispute: A Cook County Jail correctional officer was... http://t.co/IKuF4ngTsS,
366844026181263000,@LilDonny_MOB: @ImGuWap hell yea dat shit crazy dey mugshots on cook county todats shit crazy I aint even know,
366849591322227000,Cook County Jail officer charged with shooting driver afterdispute http://t.co/B0FHWRXyQh,
366856299897561000,BuzzFeed - Sheriff: Cook County Jail Officer Accused Of Murder http://t.co/UICgf4ETbq,
366857112166466000,An apparent road rage incident ends with a Cook County Corrections officer charged with murder. We'll tell you... http://t.co/3pqjpxCuI4,
366861907526812000,"Hellen Cooks body believed to have been recovered -  BENTON COUNTY, Mo.  The Benton County Sheriffs Office... http://t.co/tQ8dmGUCyo",
366866736638726000,Illinois ~ Sales and Use Tax: Court Enjoins Cook County From Imposing Non-Titled http://t.co/oeAyvG5B6M #statetax,
366871416915763000,"@MichaelVaughan surely now it's time to send a lot of the team back to county matches. Bairstow, Prior, Pieterson and Cook??all deserve it",
366874343617217000,"Cook County corrections worker charged with sexually assaulting teen: Daniel Robinson, 39, of Cary, has been... http://t.co/0HgpWpYhnP",
366876276390232000,Sheriff: Cook County Jail Officer Accused of Murder | NBC Chicago http://t.co/mIAwzonN2F,
366876883146650000,82-year-old man is found dead in Cook County: An 82-year-old man who went missing earlier this month has been... http://t.co/TKNizAb51N,
366878496695402000,82-Year-Old Man Found Dead in Cook County: An 82-year-old man who went missing earlier this month has been found... http://t.co/qcNlUpD80y,
366878587002962000,Breaking-Gov. Quinn to sign Erin's Law in late January at CAC of North &amp; NW Cook County. Thank you @ErinMerryn! http://t.co/itAOyamqL1,
366882025396904000,$50K bail for corrections officer accused of sexual abuse: A Cook County corrections officer was ordered held in... http://t.co/0RdSl8R5Nu,
366882671038706000,$50K bail for corrections officer charged with sexually assaulting teen: A Cook County corrections officer is... http://t.co/DhU5rWslvg,
366884781989966000,Cook County Officer Held On Sex Charge http://t.co/X1RxkpRca0,
366885070465810000,Cook County Officer Held On Sex Charge http://t.co/l4hyCIh97E #chicago,
366886041799500000,82-Year-Old Man Found Dead in Cook County #Minneapolis http://t.co/wluZReG2ks,
366887180116836000,$50K bail for Cook County corrections officer accused of sexual abuse http://t.co/GfnZpfC2aS,
366888585363853000,RT @TLW3: $50K bail for Cook County corrections officer accused of sexual abuse http://t.co/GfnZpfC2aS,
366889217999118000,$50K bail for Cook County corrections officer accused of sexual abuse - Chicago Tribune http://t.co/HX14S1qWtG,
366889712906015000,"ALERT: 3000 Cook County, Illinois Gun Owners Face Raids &amp; Gun Confiscation Over Expired FOID Cards http://t.co/UwZo7qEnpb #GOA #NRA #TCOT",
366890486214046000,Body believed to be missing Hellen Cook recovered: Benton County authorities say they believe a body recovered... http://t.co/78SIbUk25u,
366890595811197000,Cook County Officer Held On Sex Charge: CHICAGO (CBS)  A Cook County corrections officer is being held on... http://t.co/fgCts8M4V7,
366890963081232000,$50K bail for Cook County corrections officer accused of sexual abuse http://t.co/dnzpXk3f7Y #chicago,
366895249332769000,K-9 EOW: K-9 Pepe 8/10/13 - 10 years with the Cook County Sheriff's Office. Project Paws Alive sends our... http://t.co/4I8t4YD6LI,
366896191314735000,"Cook County Jail correctional officer Edgar Singleton, Jr. charged with murder | http://t.co/jr0UoTtRSp",
366896444491309000,"RT @JudyHsuABC7: Cook County Jail correctional officer Edgar Singleton, Jr. charged with murder | http://t.co/jr0UoTtRSp",
366900137865384000,Cook County cop charged with murder in Hammond road rage case http://t.co/6iPUYrUOCs NWITimes,
366900189535011000,"Cook County jail officer charged with murder in road rage http://t.co/7XURBoxbje

CHICAGO IL Aug 12 2013  A... http://t.co/rYHfdEvkG5",
366900627823002000,RT @Chicago_CP: $50K bail for corrections officer charged with sexually assaulting teen: A Cook County corrections officer is... http://t.c,
366901887028560000,Cook County corrections worker charged with sexually assaulting teen - Chicago Sun-Times http://t.co/z5fdRznUN5 via @suntimes,
366902523925238000,Cook County cop charged with murder in Hammond road rage case - http://t.co/I2aG9viCUP http://t.co/ED1CwAcib4,
366903385074573000,Body of elderly man missing in Cook County since August first has been found. http://t.co/xzUuCirRoh,
